Filename,Timestamp (seconds)
frame_0000.png,37100.669
frame_0001.png,37100.72
frame_0002.png,37100.768
frame_0003.png,37100.828
frame_0004.png,37100.877
frame_0005.png,37100.925
frame_0006.png,37100.925
frame_0007.png,37100.981
frame_0008.png,37100.981
frame_0009.png,37101.027
frame_0010.png,37101.027
frame_0011.png,37101.074
frame_0012.png,37101.126
frame_0013.png,37101.18
frame_0014.png,37101.226
frame_0015.png,37101.226
frame_0016.png,37101.283
frame_0017.png,37101.283
frame_0018.png,37101.343
frame_0019.png,37101.383
frame_0020.png,37101.383
frame_0021.png,37101.433
frame_0022.png,37101.433
frame_0023.png,37101.483
frame_0024.png,37101.483
frame_0025.png,37101.539
frame_0026.png,37101.583
frame_0027.png,37101.583
frame_0028.png,37101.641
frame_0029.png,37101.686
frame_0030.png,37101.743
frame_0031.png,37101.743
frame_0032.png,37101.787
frame_0033.png,37101.839
frame_0034.png,37101.886
frame_0035.png,37101.936
frame_0036.png,37101.936
frame_0037.png,37101.936
frame_0038.png,37101.993
frame_0039.png,37101.993
frame_0040.png,37102.046
frame_0041.png,37102.093
frame_0042.png,37102.144
frame_0043.png,37102.196
frame_0044.png,37102.244
frame_0045.png,37102.297
frame_0046.png,37102.297
frame_0047.png,37102.353
frame_0048.png,37102.394
frame_0049.png,37102.446
frame_0050.png,37102.446
frame_0051.png,37102.559
frame_0052.png,37102.559
frame_0053.png,37102.598
frame_0054.png,37102.664
frame_0055.png,37102.664
frame_0056.png,37102.719
frame_0057.png,37102.767
frame_0058.png,37102.767
frame_0059.png,37102.808
frame_0060.png,37102.808
frame_0061.png,37102.853
frame_0062.png,37102.853
frame_0063.png,37102.912
frame_0064.png,37102.912
frame_0065.png,37102.961
frame_0066.png,37102.961
frame_0067.png,37103.036
frame_0068.png,37103.107
frame_0069.png,37103.168
frame_0070.png,37103.168
frame_0071.png,37103.217
frame_0072.png,37103.271
frame_0073.png,37103.271
frame_0074.png,37103.327
frame_0075.png,37103.371
frame_0076.png,37103.371
frame_0077.png,37103.451
frame_0078.png,37103.451
frame_0079.png,37103.514
frame_0080.png,37103.514
frame_0081.png,37103.514
frame_0082.png,37103.514
frame_0083.png,37103.614
frame_0084.png,37103.614
frame_0085.png,37103.614
frame_0086.png,37103.676
frame_0087.png,37103.676
frame_0088.png,37103.721
frame_0089.png,37103.774
frame_0090.png,37103.824
frame_0091.png,37103.867
frame_0092.png,37103.918
frame_0093.png,37103.973
frame_0094.png,37103.973
frame_0095.png,37103.973
frame_0096.png,37104.024
frame_0097.png,37104.024
frame_0098.png,37104.074
frame_0099.png,37104.124
frame_0100.png,37104.174
frame_0101.png,37104.174
frame_0102.png,37104.221
frame_0103.png,37104.276
frame_0104.png,37104.276
frame_0105.png,37104.335
frame_0106.png,37104.335
frame_0107.png,37104.335
frame_0108.png,37104.378
frame_0109.png,37104.427
frame_0110.png,37104.427
frame_0111.png,37104.482
frame_0112.png,37104.536
frame_0113.png,37104.579
frame_0114.png,37104.579
frame_0115.png,37104.63
frame_0116.png,37104.63
frame_0117.png,37104.686
frame_0118.png,37104.733
frame_0119.png,37104.733
frame_0120.png,37104.782
frame_0121.png,37104.782
frame_0122.png,37104.837
frame_0123.png,37104.837
frame_0124.png,37104.881
frame_0125.png,37104.881
frame_0126.png,37104.943
frame_0127.png,37104.943
frame_0128.png,37104.943
frame_0129.png,37104.989
frame_0130.png,37104.989
frame_0131.png,37104.989
frame_0132.png,37105.097
frame_0133.png,37105.097
frame_0134.png,37105.186
frame_0135.png,37105.186
frame_0136.png,37105.244
frame_0137.png,37105.244
frame_0138.png,37105.29
frame_0139.png,37105.342
frame_0140.png,37105.39
frame_0141.png,37105.39
frame_0142.png,37105.439
frame_0143.png,37105.439
frame_0144.png,37105.49
frame_0145.png,37105.49
frame_0146.png,37105.49
frame_0147.png,37105.547
frame_0148.png,37105.591
frame_0149.png,37105.591
frame_0150.png,37105.643
frame_0151.png,37105.693
frame_0152.png,37105.693
frame_0153.png,37105.745
frame_0154.png,37105.798
frame_0155.png,37105.848
frame_0156.png,37105.848
frame_0157.png,37105.848
frame_0158.png,37105.905
frame_0159.png,37105.954
frame_0160.png,37105.954
frame_0161.png,37106.002
frame_0162.png,37106.002
frame_0163.png,37106.046
frame_0164.png,37106.107
frame_0165.png,37106.107
frame_0166.png,37106.152
frame_0167.png,37106.152
frame_0168.png,37106.208
frame_0169.png,37106.208
frame_0170.png,37106.274
frame_0171.png,37106.274
frame_0172.png,37106.307
frame_0173.png,37106.307
frame_0174.png,37106.373
frame_0175.png,37106.373
frame_0176.png,37106.411
frame_0177.png,37106.411
frame_0178.png,37106.459
frame_0179.png,37106.459
frame_0180.png,37106.512
frame_0181.png,37106.56
frame_0182.png,37106.56
frame_0183.png,37106.615
frame_0184.png,37106.662
frame_0185.png,37106.662
frame_0186.png,37106.713
frame_0187.png,37106.756
frame_0188.png,37106.824
frame_0189.png,37106.865
frame_0190.png,37106.865
frame_0191.png,37106.911
frame_0192.png,37106.911
frame_0193.png,37106.964
frame_0194.png,37107.018
frame_0195.png,37107.018
frame_0196.png,37107.074
frame_0197.png,37107.11
frame_0198.png,37107.178
frame_0199.png,37107.224
frame_0200.png,37107.224
frame_0201.png,37107.281
frame_0202.png,37107.281
frame_0203.png,37107.385
frame_0204.png,37107.385
frame_0205.png,37107.385
frame_0206.png,37107.482
frame_0207.png,37107.482
frame_0208.png,37107.482
frame_0209.png,37107.525
frame_0210.png,37107.575
frame_0211.png,37107.623
frame_0212.png,37107.623
frame_0213.png,37107.675
frame_0214.png,37107.675
frame_0215.png,37107.733
frame_0216.png,37107.779
frame_0217.png,37107.779
frame_0218.png,37107.827
